Gene ID;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj
ENSMUSG00000000916;198.10336873360336;-0.07227415029886747;0.11286816459336907;-0.6403413270628618;0.5219507185300811;0.9045703586119681
ENSMUSG00000000934;222.16910717809142;0.03916738995050294;0.13277281475829636;0.29499555328253324;0.7679972766061463;0.9673424624090262
ENSMUSG00000000948;21.333364188795844;-0.47897273040806526;0.36479688609485955;-1.312984700981017;0.1891881034608881;
ENSMUSG00000000957;428.0428122981809;-0.3263330384928866;0.10517253436358442;-3.1028351695390737;0.0019167636452016204;0.2617938277453904
ENSMUSG00000000958;1138.6994270964076;0.18472801021565494;0.09131422230687494;2.0229927556613156;0.04307389441475843;0.570679959573308
ENSMUSG00000000959;725.2250593668733;-0.13321427589217844;0.10956939827334194;-1.2157981881022089;0.2240618092099984;0.7664490271387867
ENSMUSG00000000976;584.5050736438271;-0.047026285904001895;0.07035142890452456;-0.668448198370246;0.50384753785006;0.8996593384870522
ENSMUSG00000000983;83.33240846149684;3.4244347814780918;2.2605110152075922;1.5148940918403848;;
ENSMUSG00000001016;1235.1353991240528;-0.027490071721474874;0.05467556769646769;-0.5027853002658602;0.6151152296983059;0.9318450559139847
ENSMUSG00000001017;2627.5461143837647;-0.0035558260348706556;0.045902408819559974;-0.07746491145700929;0.938253703968669;0.9952050444649846
ENSMUSG00000001018;1527.3875303112118;0.033618712001742324;0.05558746329844382;0.6047894616317828;0.5453188966784906;0.9096586047153759
ENSMUSG00000001020;485.4219950796671;-0.24514287507537766;0.16501000260095652;-1.485624333139406;0.13737851507295898;0.7090206583295667
ENSMUSG00000001021;6.322885235714769;0.5531325636262351;0.653684531180877;0.8461766146232719;0.3974542256065604;
ENSMUSG00000001023;7.826128747369254;-0.017887409061823817;1.471000219602312;-0.01216003153735743;0.990297937679507;
